empty_lines,non_empty_lines,average_line_length,line_length_deviation,words,unique_words,chars,tabulators,spaces,tab_indents,space_indents,prefers_tabs_over_spaces,whitespace_to_character_ratio,comments,comment_readability,one_line_to_all_comments,multi_line_to_all_comments,inline_to_all_comments,unindented_comments_to_all,preprocessor_directives,define_name_readability,using_stl_libraries,all_keywords,if_keywords,else_keywords,for_keywords,while_keywords,switch_keywords,do_keywords,variable_name_readability,custom_types,custom_type_name_readability,functions,function_name_readability,function_average_length,function_length_deviation,function_block_braces,nesting_depth,average_parameter_count,parameter_count_deviation,commands,average_commands_per_line,ternary_operations,negation_operator,uses_united_declarations,uses_range_based_for,MAXDepth,<<<NULL>>>,AbiTagAttr,AccessSpecDecl,ArraySubscriptExpr,BinaryOperator,CStyleCastExpr,CXXBoolLiteralExpr,CXXConstructExpr,CXXConstructorDecl,CXXConversionDecl,CXXCtorInitializer,CXXDependentScopeMemberExpr,CXXDestructorDecl,CXXFunctionalCastExpr,CXXMemberCallExpr,CXXMethodDecl,CXXOperatorCallExpr,CXXRecordDecl,CXXStaticCastExpr,CXXTemporaryObjectExpr,CXXThisExpr,CXXUnresolvedConstructExpr,CallExpr,ClassTemplateSpecialization,CompoundAssignOperator,CompoundStmt,ConditionalOperator,ConstantExpr,CopyAssignment,CopyConstructor,DeclRefExpr,DeclStmt,DefaultConstructor,DefinitionData,DependentNameType,Destructor,EnumConstantDecl,ExprWithCleanups,FieldDecl,ForStmt,FormatAttr,FriendDecl,FunctionDecl,FunctionTemplateDecl,ImplicitCastExpr,IntegerLiteral,MaterializeTemporaryExpr,MemberExpr,MoveAssignment,MoveConstructor,NoThrowAttr,NullStmt,public,ParenExpr,ParenListExpr,ParmVarDecl,PureAttr,ReturnStmt,StringLiteral,TemplateArgument,TemplateSpecializationType,TemplateTypeParmDecl,TypedefDecl,UnaryOperator,UnresolvedLookupExpr,UsingDecl,UsingShadowDecl,WhileStmt,creation_order,author
0,1,47.05633803,36.29776774,2292,187,10023,114,728,65,0.483091787,1,0.084006784,214,0.845679012,0.051401869,0.789719626,0.158878505,0.051401869,1,0.835164835,1,71,31,3,36,1,0,0,0.700587084,1,0.847457627,17,0.411764706,4.352941176,5.287197232,1,10,3.176470588,1.716262976,290,1.400966184,1,0,1,0,1,0,0,1,10,23,0,0,0,3,0,0,0,1,0,0,1,11,2,0,0,0,2,21,0,0,8,0,1,1,1,87,5,1,1,0,2,1,0,0,7,0,0,19,1,85,22,0,0,1,1,3,0,1,0,0,40,0,4,14,0,0,2,1,13,1,4,7,0,0,acrush
0,1,50.21910112,38.36389894,2022,176,8939,73,644,38,0.424418605,1,0.080210314,179,0.84,0.061452514,0.748603352,0.189944134,0.061452514,1,0.835164835,1,51,22,3,25,1,0,0,0.700587084,1,0.847457627,15,0.333333333,2.8,3.093333333,1,10,3.333333333,1.777777778,241,1.401162791,1,0,1,0,1,0,0,1,6,37,0,0,0,3,0,0,0,1,0,0,1,18,2,0,0,0,2,21,0,0,10,0,1,1,1,108,7,1,1,0,2,1,0,0,7,0,0,19,1,97,19,0,0,1,1,3,1,1,5,0,40,0,4,6,0,0,2,1,10,1,4,7,0,0,acrush
0,1,54.25925926,38.30319761,1982,172,8790,32,617,22,0.365384615,1,0.073833902,163,0.835616438,0.067484663,0.72392638,0.208588957,0.067484663,1,0.835164835,1,41,16,2,23,0,0,0,0.69785575,1,0.847457627,15,0.333333333,2,1.6,1,10,3.333333333,1.777777778,226,1.448717949,1,0,1,0,1,0,0,1,2,10,0,0,0,3,0,0,0,1,0,0,1,11,2,0,0,0,2,14,0,0,7,0,1,1,1,51,3,1,1,0,2,1,0,0,3,0,0,19,1,43,5,0,0,1,1,3,0,1,0,0,40,0,4,6,0,0,2,1,3,1,4,7,0,0,acrush
0,1,40.24279835,33.16562936,2189,193,9779,202,688,91,0.544680851,1,0.091011351,239,0.84939759,0.037656904,0.820083682,0.142259414,0.037656904,1,0.835164835,1,63,26,3,32,1,0,1,0.698841699,1,0.847457627,18,0.277777778,2.166666667,1.592592593,1,10,2.944444444,1.827160494,287,1.221276596,1,0,1,0,1,0,0,5,0,11,0,0,0,6,0,0,12,3,0,0,50,9,7,0,0,12,2,32,1,0,30,0,1,4,4,94,4,4,4,0,7,1,0,0,3,0,0,45,2,52,8,0,12,4,4,10,0,3,0,1,186,0,26,3,0,0,5,3,5,1,11,22,0,0,acrush
0,1,39.04016064,33.40955759,2200,187,9721,211,678,94,0.543568465,1,0.091451497,249,0.846625767,0.040160643,0.823293173,0.136546185,0.040160643,1,0.835164835,1,60,29,4,27,0,0,0,0.698841699,1,0.847457627,18,0.277777778,5.277777778,6.716049383,1,10,2.833333333,1.925925926,280,1.161825726,1,0,1,0,1,0,0,5,13,46,2,0,1,6,0,0,12,3,0,5,50,19,7,0,2,12,2,48,1,2,43,0,1,4,4,192,11,4,4,0,7,1,2,0,10,0,0,45,2,161,29,2,21,4,4,10,0,3,1,1,186,0,26,6,0,0,5,3,12,1,11,22,0,0,acrush
0,1,19.4353562,14.01740168,1523,187,7366,500,428,242,0.680216802,1,0.125984252,365,0.7875,0.021917808,0.923287671,0.054794521,0.021917808,1,0.835164835,1,87,50,3,33,1,0,0,0.694497154,1,0.847457627,23,0.304347826,8.782608696,7.803402647,2,5,1.869565217,1.103969754,274,0.742547425,1,0,1,0,1,0,0,1,0,44,0,0,0,3,0,0,0,1,0,0,1,14,2,0,0,0,2,17,0,0,12,0,1,1,1,96,6,1,1,0,2,1,0,0,4,0,0,19,1,72,19,0,0,1,1,3,0,1,6,0,40,0,4,4,0,0,2,1,7,1,4,7,0,0,acrush
0,1,15.09230769,12.06081731,179,73,981,30,128,23,0.74,1,0.161060143,0,0,0,0,0,0,1,0.835164835,1,5,1,0,4,0,0,0,0.694497154,1,0.847457627,0,0,0,0,3,4,0,0,32,0.64,0,0,1,0,1,0,8,7,31,242,0,51,7,8,0,0,182,4,1,22,127,139,18,8,0,103,19,346,12,15,180,11,1,9,9,1021,137,9,9,0,13,1,3,1,6,0,0,106,32,391,91,3,249,9,9,0,1,4,30,8,646,1,71,3,0,0,75,21,152,106,13,12,18,0,ACube
0,1,13.41284404,12.85550459,294,74,1462,71,248,35,0.8,1,0.218194254,0,0,0,0,0,0,1,0.835164835,1,13,2,0,11,0,0,0,0.694497154,1,0.847457627,4,1,9.5,3.75,2,6,0.75,0.375,57,0.670588235,0,0,1,0,1,0,8,7,47,300,0,46,9,8,0,0,182,4,1,22,127,165,18,8,0,103,19,391,12,17,191,12,1,9,9,1147,146,9,9,0,13,1,3,1,17,0,0,110,32,561,147,3,249,9,9,0,1,4,33,8,655,1,76,8,0,0,75,21,159,106,13,12,17,0,ACube
0,1,12.57333333,12.54414414,181,62,943,62,185,29,0.839285714,1,0.261930011,0,0,0,0,0,0,1,0.835164835,1,11,4,1,6,0,0,0,0.694497154,1,0.847457627,0,0,0,0,3,4,0,0,32,0.571428571,0,0,1,0,1,0,8,7,21,231,0,47,7,8,0,0,182,4,1,22,127,140,18,8,0,103,19,342,12,17,174,11,1,9,9,972,128,9,9,0,13,1,3,1,1,0,0,106,32,347,81,3,249,9,9,0,1,4,28,8,646,1,71,3,0,0,75,21,139,106,13,12,18,0,ACube
0,1,14.12903226,12.91961925,179,59,876,23,143,16,0.625,1,0.189497717,0,0,0,0,0,0,1,0.835164835,1,5,0,0,5,0,0,0,0.694497154,1,0.847457627,1,0,4,0,2,5,2,0,29,0.604166667,0,0,1,0,1,0,8,7,21,240,0,46,7,8,0,0,182,4,1,22,127,137,18,8,0,103,19,348,12,17,174,11,1,9,9,985,135,9,9,0,13,1,3,1,6,0,0,106,32,358,97,3,249,9,9,0,1,4,29,8,646,1,71,5,0,0,75,21,147,106,13,12,17,0,ACube
0,1,15.71794872,13.97202797,238,69,1226,50,190,32,0.73015873,1,0.195758564,0,0,0,0,0,0,1,0.835164835,1,10,7,0,3,0,0,0,0.694497154,1,0.847457627,0,0,0,0,3,4,0,0,40,0.634920635,0,0,1,0,1,0,8,7,46,259,0,48,27,8,0,0,238,4,1,22,148,160,18,14,1,130,46,441,16,19,209,13,1,9,9,1122,148,9,9,0,13,1,23,1,4,2,0,147,33,447,119,25,351,9,9,3,1,4,37,8,779,1,115,3,0,0,77,26,163,148,16,15,19,0,ACube
0,1,14.08653846,13.83746748,616,105,2930,220,517,99,0.932515337,1,0.251535836,3,1,1,0,0,0.666666667,1,0.835164835,1,45,29,3,13,0,0,0,0.694497154,1,0.847457627,4,0.75,12.25,6.875,2,5,1.5,0.5,113,0.693251534,1,0,1,0,1,0,8,7,71,281,0,58,27,8,0,0,238,4,1,22,148,158,18,14,1,130,46,448,16,15,213,15,1,9,9,1210,170,9,9,0,13,1,23,1,16,0,0,139,33,525,125,25,351,9,9,3,1,4,39,8,708,1,114,3,0,0,77,26,177,148,16,15,19,0,ACube
0,1,12.66216216,12.04646427,176,63,937,76,156,32,0.810344828,1,0.247598719,0,0,0,0,0,0,1,0.835164835,1,8,2,1,5,0,0,0,0.694497154,1,0.847457627,0,0,0,0,3,4,0,0,32,0.551724138,0,0,1,0,1,0,8,7,38,262,0,48,28,8,0,0,238,4,1,31,148,163,18,14,1,130,46,453,16,16,211,13,1,9,9,1124,156,9,9,0,13,1,24,1,7,0,0,137,33,446,113,27,365,9,9,3,2,4,35,8,706,1,112,4,0,0,77,26,164,148,16,15,21,0,ACube
0,1,14.27642276,12.55217913,376,69,1756,119,273,48,0.801980198,1,0.223234624,4,0.888888889,1,0,0,1,1,0.835164835,1,19,9,2,8,0,0,0,0.694497154,1,0.847457627,2,0.5,17.5,4.5,2,4,2,0,70,0.693069307,0,0,1,0,1,0,8,9,87,395,0,48,52,8,0,0,317,4,12,41,282,220,62,26,3,333,65,653,55,32,415,17,7,42,42,1596,207,42,42,0,46,7,33,1,10,0,0,207,62,799,206,37,574,42,42,3,11,5,70,13,921,1,295,4,0,0,168,60,328,216,18,15,28,0,ACube
0,1,21.34482759,12.87684729,124,45,619,0,155,0,0.642857143,0,0.250403877,0,0,0,0,0,0,1,0.838709677,0,7,2,1,4,0,0,0,0.690566038,1,0.847457627,0,0,0,0,3,3,0,0,30,1.071428571,0,0,1,0,1,0,8,7,37,257,0,47,27,8,0,0,241,4,1,26,161,164,18,16,1,138,48,455,16,17,225,13,1,9,9,1131,152,9,9,0,13,1,23,1,7,0,0,138,33,435,118,25,366,9,9,3,1,4,34,8,713,1,127,4,0,0,77,26,171,150,16,15,20,0,ACube
0,1,11.92592593,9.678546471,116,50,644,39,85,19,0.714285714,1,0.192546584,2,0.666666667,1,0,0,0,1,0.792792793,1,4,1,0,2,1,0,0,0.690298507,1,0.847457627,0,0,0,0,3,3,0,0,22,0.523809524,0,0,1,0,1,0,0,1,16,34,2,0,0,3,0,0,0,1,0,0,1,0,2,0,0,0,0,9,0,0,11,1,1,1,1,102,4,1,1,0,2,1,0,0,8,0,0,19,0,103,27,0,0,1,1,0,2,1,4,0,53,12,2,5,0,0,0,0,27,0,3,3,1,0,ADJA
0,1,10.75757576,8.546386946,145,41,710,0,222,0,0.661016949,0,0.312676056,0,0,0,0,0,0,1,0.792792793,1,9,2,2,5,0,0,0,0.690298507,1,0.847457627,3,0.333333333,10.66666667,1.777777778,1,3,0,0,35,0.593220339,0,0,1,0,1,0,0,1,0,25,0,0,0,3,0,0,0,1,0,0,1,0,2,0,0,0,0,3,0,1,3,0,1,1,1,36,3,1,1,0,2,1,0,0,1,0,0,2,0,38,12,0,0,1,1,0,0,1,6,0,6,0,1,3,0,0,0,0,7,0,0,0,1,0,ADJA
0,1,12.81818182,8.329809725,111,43,564,0,142,0,0.6,0,0.25177305,0,0,0,0,0,0,1,0.792792793,1,3,1,0,2,0,0,0,0.690298507,1,0.847457627,1,1,16,0,1,2,0,0,22,0.55,0,0,1,0,1,0,0,1,10,18,0,0,0,3,0,0,0,1,0,0,1,0,2,0,0,0,0,10,0,0,5,0,1,1,1,69,4,1,1,0,2,1,0,0,6,0,0,2,0,70,18,0,0,1,1,0,0,1,0,0,6,0,1,12,0,0,0,0,18,0,0,0,1,0,ADJA
0,1,13.88135593,9.735534775,154,49,819,0,218,0,0.679245283,0,0.266178266,0,0,0,0,0,0,1,0.792792793,1,6,2,0,3,0,1,0,0.690298507,1,0.847457627,2,1,14,5,1,3,0,0,36,0.679245283,0,0,1,0,1,0,0,1,14,37,0,0,0,3,0,0,7,1,0,0,8,3,16,0,0,3,1,26,0,3,18,1,2,7,7,133,16,7,7,0,8,3,0,5,8,0,0,15,0,108,33,0,9,7,7,0,0,1,5,1,57,0,9,6,0,0,2,26,15,3,4,4,1,0,ADJA
0,1,12.20512821,8.508097166,88,39,476,0,113,0,0.542857143,0,0.237394958,0,0,0,0,0,0,1,0.792792793,1,3,1,0,2,0,0,0,0.690298507,1,0.847457627,1,0,11,0,1,3,0,0,17,0.485714286,0,0,1,0,1,0,0,1,26,25,0,0,0,3,0,0,0,1,0,0,1,0,2,0,0,0,0,10,0,0,9,0,1,1,1,91,9,1,1,0,2,1,0,0,3,0,0,3,0,103,27,0,0,1,1,0,0,1,4,0,7,0,3,4,0,0,0,0,13,0,0,0,1,0,ADJA
0,1,11.30263158,9.266842105,169,46,859,0,350,0,0.788732394,0,0.407450524,0,0,0,0,0,0,1,0.792792793,1,14,6,1,7,0,0,0,0.690875233,1,0.847457627,1,1,48,0,1,6,0,0,42,0.591549296,0,0,0,0,1,0,1,11,6,65,1,8,6,21,0,1,12,4,1,5,59,15,42,0,0,27,0,93,12,0,50,1,3,18,18,185,22,18,18,0,22,4,1,23,4,0,16,33,31,113,45,1,50,18,18,0,8,4,9,0,177,0,30,1,0,0,71,16,29,44,4,4,1,0,ADJA
0,1,11.42857143,10.08241758,263,54,1200,0,414,0,0.78021978,0,0.345,0,0,0,0,0,0,1,0.792792793,1,16,5,0,10,1,0,0,0.690875233,1,0.847457627,6,0.5,10.83333333,1.833333333,1,4,0.666666667,0.666666667,64,0.703296703,0,0,1,0,1,0,0,1,31,45,3,4,20,42,0,26,37,6,1,1,55,32,56,0,11,31,33,178,2,4,124,0,1,30,30,454,53,30,30,0,36,1,12,18,10,0,0,62,57,198,44,12,74,30,30,0,7,1,10,36,378,12,101,8,0,0,118,12,70,87,3,3,2,0,ADJA
0,1,13.9375,9.961309524,171,60,892,0,229,0,0.706896552,0,0.256726457,0,0,0,0,0,0,1,0.792792793,1,10,2,0,6,1,0,1,0.692022263,1,0.847457627,2,1,16.5,5.5,1,4,0.5,0.5,41,0.706896552,0,0,0,0,1,0,0,1,17,84,0,1,0,3,0,0,3,1,0,0,1,53,2,0,0,0,3,142,0,9,52,0,1,1,1,517,41,1,1,0,2,1,0,0,6,0,0,25,19,147,43,0,3,1,1,0,14,1,3,1,110,0,14,1,0,0,58,5,48,114,0,0,9,0,ADJA
0,1,11.05357143,8.526948052,123,44,619,0,183,0,0.68,0,0.295638126,0,0,0,0,0,0,1,0.792792793,1,7,3,1,2,1,0,0,0.692022263,1,0.847457627,2,0.5,13.5,7.5,1,2,1,1,25,0.5,0,0,1,0,1,0,0,1,7,27,2,0,0,3,0,0,0,1,0,0,1,4,2,0,0,0,0,14,0,1,8,0,1,1,1,78,6,1,1,0,2,1,0,0,2,0,0,19,0,60,17,0,0,1,1,0,0,1,4,8,53,12,2,1,0,0,0,0,14,8,3,3,3,0,ADJA
0,1,15.63636364,14.99154334,142,67,688,47,113,28,0.820512821,1,0.23255814,0,0,0,0,0,0,1,0.792792793,0,10,5,0,5,0,0,0,0.694852941,1,0.847457627,0,0,0,0,3,3,0,0,27,0.692307692,0,0,0,0,1,0,0,19,18,74,4,22,1,23,0,4,138,1,2,4,111,44,33,15,1,94,14,247,21,0,169,2,3,23,23,514,67,23,23,0,24,4,1,14,31,0,0,88,67,166,59,2,201,23,23,6,0,13,10,4,386,1,63,6,0,0,140,56,86,148,4,4,0,0,AdrianKuegel
0,1,12.06666667,9.850574713,77,28,362,51,60,21,0.851851852,1,0.306629834,0,0,0,0,0,0,1,0.792792793,1,5,2,1,2,0,0,0,0.694852941,1,0.847457627,0,0,0,0,3,3,0,0,19,0.703703704,0,0,1,0,1,0,0,19,5,78,3,19,1,23,0,4,138,1,2,3,111,41,33,15,1,94,14,242,21,2,170,2,3,23,23,499,66,23,23,0,24,4,1,14,28,0,0,88,67,121,56,2,200,23,23,6,0,13,8,4,386,1,63,8,0,0,140,56,85,148,4,4,0,0,AdrianKuegel
0,1,12,11.14545455,165,42,672,134,126,47,0.924528302,1,0.386904762,5,1,1,0,0,0,1,0.792792793,0,8,3,1,4,0,0,0,0.694852941,1,0.847457627,0,0,0,0,3,4,0,0,29,0.547169811,0,0,1,0,1,0,0,1,10,34,2,0,0,3,0,0,0,1,0,0,1,0,2,0,0,0,2,13,0,0,6,1,1,1,1,93,11,1,1,0,2,1,0,0,8,0,0,23,1,92,28,0,0,1,1,3,0,1,5,0,54,0,7,6,0,0,2,1,13,1,3,3,0,0,AdrianKuegel
0,1,14.62068966,11.35934664,204,44,848,148,118,44,0.87037037,1,0.313679245,3,1,1,0,0,0,1,0.792792793,1,11,4,0,7,0,0,0,0.694852941,1,0.847457627,0,0,0,0,3,5,0,0,39,0.722222222,0,0,1,0,1,0,0,5,36,183,3,14,13,6,0,4,27,1,0,9,20,57,6,1,0,14,17,156,1,2,83,3,1,3,3,567,76,3,3,0,4,1,8,4,21,0,3,69,16,467,74,9,47,3,3,3,1,3,61,4,203,0,57,11,0,0,22,12,47,54,3,3,8,0,AdrianKuegel
0,1,12.421875,10.43675595,152,55,795,99,82,45,0.862068966,1,0.227672956,2,0.9,1,0,0,0,1,0.792792793,1,8,3,0,4,1,0,0,0.695412844,1,0.847457627,1,0,13,0,2,4,1,0,37,0.637931034,1,0,1,1,1,0,0,5,13,115,0,2,10,6,0,4,27,1,0,1,20,49,6,1,0,14,17,131,1,2,78,3,1,3,3,412,54,3,3,0,4,1,6,3,6,0,3,67,16,287,49,6,39,3,3,3,1,3,19,4,199,0,55,11,0,0,22,12,32,54,3,3,8,0,AdrianKuegel
0,1,12.73809524,8.243321719,105,35,535,59,69,24,0.666666667,1,0.239252336,0,0,0,0,0,0,1,0.792792793,1,6,1,0,5,0,0,0,0.694139194,1,0.847457627,0,0,0,0,3,3,0,0,27,0.692307692,0,0,1,0,1,0,0,5,7,113,0,0,10,6,0,4,27,1,0,1,20,49,6,1,0,14,17,131,1,1,77,3,1,3,3,393,53,3,3,0,4,1,6,3,4,0,3,67,16,275,39,6,39,3,3,3,1,3,23,4,199,0,54,9,0,0,22,12,25,54,3,3,7,0,AdrianKuegel
0,1,15.953125,12.64905754,211,65,1021,147,151,50,0.852459016,1,0.291870715,2,1,1,0,0,0,1,0.792792793,1,13,4,3,4,2,0,0,0.695255474,1,0.847457627,0,0,0,0,3,4,0,0,35,0.573770492,0,1,1,0,1,0,0,9,26,152,2,4,16,16,0,9,60,1,0,4,54,78,18,1,0,28,22,273,3,3,120,3,3,10,10,733,96,10,10,0,11,1,14,6,15,0,5,76,25,434,79,16,92,10,10,3,8,5,21,15,336,0,105,31,0,0,49,25,52,97,3,3,7,0,AdrianKuegel
0,1,12.91111111,10.77020202,127,34,581,87,69,34,0.857142857,1,0.268502582,1,0.8,1,0,0,0,1,0.792792793,1,7,3,0,4,0,0,0,0.695810565,1,0.847457627,0,0,0,0,3,4,0,0,30,0.714285714,1,0,1,0,1,0,0,5,14,162,3,0,16,6,0,4,27,1,0,8,20,72,6,1,0,14,17,173,1,5,90,3,1,3,3,555,67,3,3,0,4,1,16,3,9,0,3,70,16,440,57,19,51,3,3,3,1,3,32,4,202,0,61,13,0,0,22,12,26,54,3,3,7,0,AdrianKuegel
0,1,11.88333333,9.994632768,175,41,713,103,118,42,0.87037037,1,0.309957924,1,1,1,0,0,0,1,0.792792793,1,6,1,1,4,0,0,0,0.696914701,1,0.847457627,1,1,4,0,2,3,2,0,38,0.703703704,0,0,1,0,1,0,0,21,168,342,4,28,13,23,0,4,158,1,2,8,128,111,81,20,1,115,16,507,68,15,308,10,9,60,60,1661,175,60,60,0,61,10,12,14,65,0,0,163,92,999,250,15,246,60,60,6,15,14,41,5,584,1,131,19,0,0,219,90,214,269,6,4,13,0,AdrianKuegel
0,1,17.54237288,11.44097019,215,51,1035,53,164,40,0.789473684,1,0.209661836,7,1,1,0,0,0,1,0.796460177,1,11,2,2,7,0,0,0,0.696202532,1,0.847457627,0,0,0,0,3,4,0,0,51,0.894736842,0,0,0,0,1,0,0,1,62,225,0,0,0,3,0,0,0,1,3,0,1,6,2,1,0,0,2,36,0,3,32,5,1,1,1,406,34,1,1,0,2,1,2,0,21,0,0,22,1,463,138,4,0,1,1,3,0,1,34,0,42,0,11,10,0,0,2,1,50,1,3,3,0,0,adrianvidal
0,1,14.90528634,13.16495512,1527,100,6767,699,1790,335,0.995359629,1,0.367814393,395,0.945945946,0.043037975,0.929113924,0.027848101,0,1,0.796460177,1,176,69,25,81,1,0,0,0.696750903,1,0.847457627,3,1,50,30,1,5,2.666666667,0.888888889,361,0.837587007,0,1,1,0,1,0,0,1,8,24,2,0,2,3,0,0,0,1,0,2,1,10,2,0,0,0,2,31,0,0,6,0,1,1,1,99,8,1,1,0,2,1,0,0,5,0,0,21,1,129,9,0,2,1,1,3,0,1,3,0,40,0,4,12,0,0,2,1,9,1,3,3,0,0,adrianvidal
0,1,11.1,8.817948718,107,37,444,51,95,27,0.842105263,1,0.328828829,2,0.857142857,1,0,0,0,1,0.796460177,1,7,3,2,1,1,0,0,0.696750903,1,0.847457627,0,0,0,0,3,3,0,0,21,0.552631579,0,0,1,0,1,0,8,34,54,660,139,280,14,35,0,13,120,18,6,56,378,154,109,59,0,66,31,380,126,16,332,70,13,88,88,1363,146,88,88,0,106,23,9,17,11,0,0,29,21,1190,805,16,247,88,88,4,0,17,437,15,864,1,235,12,0,0,52,45,237,119,7,5,7,0,adrianvidal
0,1,14.3902439,10.93841463,119,34,590,42,122,26,0.820512821,1,0.277966102,0,0,0,0,0,0,1,0.796460177,1,13,5,2,6,0,0,0,0.696750903,1,0.847457627,0,0,0,0,3,3,0,0,35,0.897435897,0,0,0,0,1,0,0,1,8,61,0,0,0,3,0,0,0,1,0,0,1,6,2,0,0,0,2,19,0,2,10,0,1,1,1,139,18,1,1,0,2,1,4,0,11,0,0,21,1,123,39,8,0,1,1,3,0,1,4,0,40,0,4,5,0,0,2,1,24,1,3,3,0,0,adrianvidal
0,1,17.72916667,10.41888298,184,53,851,54,135,31,0.782608696,1,0.222091657,1,0.857142857,1,0,0,0,1,0.796460177,1,16,6,2,8,0,0,0,0.695495495,1,0.847457627,0,0,0,0,3,4,0,0,42,0.913043478,0,0,1,0,1,0,0,1,18,32,0,0,0,3,0,0,1,1,0,0,1,6,2,0,0,1,2,25,0,0,7,0,1,1,1,125,10,1,1,0,2,1,0,0,9,0,0,38,1,113,13,0,2,1,1,3,0,1,1,8,87,12,5,7,0,0,2,1,12,9,9,9,0,0,adrianvidal
0,1,15.72727273,12.35064935,79,25,346,12,72,10,0.75,1,0.242774566,0,0,0,0,0,0,1,0.796460177,0,7,2,1,4,0,0,0,0.695495495,1,0.847457627,0,0,0,0,3,3,0,0,21,1.05,0,0,0,0,1,0,0,1,52,67,2,0,0,3,0,0,0,1,0,10,1,16,2,0,0,0,2,39,0,2,10,0,1,1,1,235,16,1,1,0,2,1,0,0,5,0,0,21,1,267,33,0,10,1,1,3,0,1,16,0,40,0,4,3,0,0,2,1,44,1,3,3,0,0,adrianvidal
0,1,15.40540541,10.25323954,233,58,1140,77,173,42,0.782608696,1,0.219298246,9,0.933333333,0.222222222,0.777777778,0,0,1,0.796460177,1,12,3,0,9,0,0,0,0.694642857,1,0.847457627,1,0,11,0,1,4,1,0,62,0.898550725,0,0,1,0,1,0,0,1,55,161,1,0,2,3,0,0,0,1,0,27,1,26,2,0,0,0,2,108,0,14,24,1,1,1,1,454,31,1,1,0,2,1,15,0,21,0,0,55,1,424,135,32,80,1,1,3,0,1,9,0,91,0,25,11,0,0,2,1,67,1,4,4,0,0,adrianvidal
0,1,12.86458333,10.87006579,283,54,1235,104,275,60,0.908045977,1,0.306882591,32,0.958333333,0.03125,0.96875,0,0,1,0.796460177,1,24,9,0,11,3,0,1,0.695187166,1,0.847457627,2,0.5,12,0,1,4,2,0,69,0.793103448,0,0,1,0,1,0,0,1,10,65,0,0,0,3,0,0,0,1,0,0,1,0,2,0,0,0,2,13,0,4,12,0,1,1,1,129,14,1,1,0,2,1,0,0,9,0,0,21,1,135,25,0,0,1,1,3,0,1,6,0,40,0,4,11,0,0,2,1,16,1,3,3,0,0,adrianvidal
0,1,16.04,10.15265306,151,55,802,39,101,26,0.744186047,1,0.174563591,0,0,0,0,0,0,1,0.796460177,1,10,4,3,2,1,0,0,0.695187166,1,0.847457627,0,0,0,0,3,3,0,0,30,0.697674419,0,1,0,0,1,0,0,1,44,71,16,0,0,3,0,0,0,1,1,30,1,12,4,1,0,0,2,79,0,2,14,1,1,2,2,277,16,2,2,0,3,1,0,0,15,0,0,23,1,363,41,0,30,2,2,3,0,1,17,0,44,0,14,26,0,0,2,1,23,1,3,3,0,0,adrianvidal
0,1,16.07407407,10.29059829,79,42,434,0,116,0,0.52,0,0.267281106,2,0.6,1,0,0,0,1,0.796460177,1,3,1,0,1,1,0,0,0.695187166,1,0.847457627,0,0,0,0,3,4,0,0,16,0.64,0,0,1,0,2,0,0,1,6,19,0,4,0,3,0,0,14,1,0,0,6,8,2,0,0,27,4,31,0,0,14,0,1,1,1,81,13,1,1,0,2,1,0,0,5,0,0,22,1,67,12,0,42,1,1,3,2,1,0,0,60,0,6,8,0,0,2,1,13,11,3,3,1,0,AekdyCoin
0,1,12.65909091,11.09221526,249,78,1114,0,523,0,0.7375,0,0.469479354,1,1,1,0,0,0,1,0.796460177,1,11,5,0,3,3,0,0,0.694493783,1,0.85,4,1,11,5.5,1,3,1,0.5,56,0.7,0,0,1,0,4,0,0,1,28,70,0,4,0,3,0,0,14,1,0,0,6,8,2,0,0,27,4,34,0,0,21,0,1,1,1,163,24,1,1,0,2,1,0,0,15,0,0,23,1,159,53,0,42,1,1,3,2,1,2,0,64,0,15,9,0,0,2,1,23,11,3,3,2,0,AekdyCoin
0,1,15.68235294,16.99551821,300,77,1333,0,839,0,0.763157895,0,0.629407352,7,1,1,0,0,0,1,0.796460177,1,17,7,1,8,1,0,0,0.694493783,1,0.85,4,0.75,12,8.5,1,5,0,0,60,0.789473684,0,0,1,0,2,0,0,1,0,25,0,4,0,3,0,0,14,1,0,0,6,8,2,0,0,27,4,33,0,2,13,1,1,1,1,73,12,1,1,0,2,1,0,0,2,0,0,34,1,57,4,0,42,1,1,3,2,1,4,0,91,0,6,8,0,0,2,1,6,11,3,3,1,0,AekdyCoin
0,1,15.01538462,15.34879808,196,72,976,0,795,0,0.682539683,0,0.81454918,1,1,1,0,0,0,1,0.8,1,16,9,1,4,2,0,0,0.694493783,1,0.85,0,0,0,0,3,5,0,0,47,0.746031746,1,5,1,0,2,0,0,1,10,19,0,5,1,3,0,0,14,1,0,1,6,11,2,0,0,27,4,38,0,0,11,0,1,1,1,87,15,1,1,0,2,1,3,0,7,0,0,22,1,84,21,3,43,1,1,3,2,1,0,0,60,0,6,13,0,0,2,1,15,11,3,3,1,0,AekdyCoin
