MAXDepth,<<<NULL>>>,AbiTagAttr,AccessSpecDecl,ArraySubscriptExpr,BinaryOperator,CStyleCastExpr,CXXBoolLiteralExpr,CXXConstructExpr,CXXConstructorDecl,CXXConversionDecl,CXXCtorInitializer,CXXDependentScopeMemberExpr,CXXDestructorDecl,CXXFunctionalCastExpr,CXXMemberCallExpr,CXXMethodDecl,CXXOperatorCallExpr,CXXRecordDecl,CXXStaticCastExpr,CXXTemporaryObjectExpr,CXXThisExpr,CXXUnresolvedConstructExpr,CallExpr,ClassTemplateSpecialization,CompoundAssignOperator,CompoundStmt,ConditionalOperator,ConstantExpr,CopyAssignment,CopyConstructor,DeclRefExpr,DeclStmt,DefaultConstructor,DefinitionData,DependentNameType,Destructor,EnumConstantDecl,ExprWithCleanups,FieldDecl,ForStmt,FormatAttr,FriendDecl,FunctionDecl,FunctionTemplateDecl,ImplicitCastExpr,IntegerLiteral,MaterializeTemporaryExpr,MemberExpr,MoveAssignment,MoveConstructor,NoThrowAttr,NullStmt,public,ParenExpr,ParenListExpr,ParmVarDecl,PureAttr,ReturnStmt,StringLiteral,TemplateArgument,TemplateSpecializationType,TemplateTypeParmDecl,TypedefDecl,UnaryOperator,UnresolvedLookupExpr,UsingDecl,UsingShadowDecl,WhileStmt,author
1,0,2,159,67,816,62,61,132,355,7,106,1198,76,79,228,1587,536,428,49,63,1120,167,2752,370,37,1208,52,31,255,255,4004,436,255,255,0,332,23,84,118,42,0,5,235,228,2253,654,88,2313,255,255,6,53,88,308,123,3353,12,618,90,0,0,508,524,562,703,57,63,22,aa2985759
1,0,0,1,9,31,0,0,0,3,0,0,0,1,0,0,2,0,2,0,0,1,2,20,0,3,19,0,1,1,1,109,6,1,1,0,2,1,0,0,4,0,0,42,2,116,12,0,14,1,1,6,0,1,10,0,66,0,12,10,0,0,3,1,9,1,6,12,1,aa2985759
1,0,0,7,20,59,2,1,8,22,1,16,62,9,2,3,58,54,51,7,0,78,10,207,0,1,120,1,5,26,26,416,29,26,26,0,36,5,5,71,5,0,4,206,23,109,61,4,134,26,26,3,0,6,8,10,570,6,67,11,0,0,61,28,57,114,9,12,3,aa2985759
1,0,0,1,6,9,0,0,16,3,0,0,0,1,0,1,1,3,2,0,0,0,2,19,0,0,6,0,1,1,1,56,6,1,1,0,2,1,4,0,4,0,0,20,1,90,7,8,1,1,1,3,0,1,0,0,42,0,4,13,0,0,2,1,6,1,3,3,0,aaaaajack
1,0,0,1,5,23,0,1,5,3,0,0,13,1,0,7,10,18,2,0,0,28,2,73,0,2,17,2,1,1,1,106,14,1,1,0,2,1,2,0,5,0,0,21,3,82,14,6,38,1,1,3,0,1,10,0,55,0,10,8,0,0,4,1,10,24,3,3,0,aaaaajack
1,0,0,1,23,27,0,1,0,3,0,0,0,1,0,0,1,0,2,0,0,0,2,18,0,0,11,0,1,1,1,98,5,1,1,0,2,1,1,0,4,0,0,22,1,119,31,1,0,1,1,3,0,1,1,0,47,0,8,4,0,0,2,1,10,1,3,3,0,aaaaajack
1,0,0,1,86,150,2,28,2,3,0,0,26,1,0,11,19,52,2,0,0,56,2,185,0,2,49,4,1,1,1,530,45,1,1,0,2,1,7,0,23,0,0,28,5,610,69,8,79,1,1,3,0,1,31,0,85,0,44,20,0,0,6,1,50,47,3,3,0,aaaaajack
1,0,0,1,11,26,0,3,0,3,0,0,0,1,0,0,1,0,2,0,0,0,2,9,0,1,12,0,1,1,1,82,8,1,1,0,2,1,0,0,5,0,0,19,1,77,17,0,0,1,1,3,0,1,1,0,40,0,4,5,0,0,2,1,16,1,3,3,0,aaaaajack
1,0,0,1,6,24,0,0,0,3,0,0,0,1,0,0,1,0,2,0,0,0,2,8,0,1,7,0,1,1,1,57,5,1,1,0,2,1,1,0,3,0,0,19,1,60,12,1,0,1,1,3,0,1,3,0,40,0,4,4,0,0,2,1,7,1,3,3,0,aaaaajack
1,0,0,1,15,17,0,2,0,3,0,0,0,1,0,0,1,0,2,0,0,0,2,13,0,0,7,0,1,1,1,73,6,1,1,0,2,1,1,0,4,0,0,19,1,81,10,1,0,1,1,3,0,1,1,0,40,0,4,7,0,0,2,1,10,1,3,3,0,aaaaajack
1,0,0,5,10,65,4,5,15,3,0,0,13,1,2,16,10,33,31,4,7,28,8,131,37,2,46,2,1,24,24,266,39,24,24,0,25,1,15,0,10,0,0,49,17,206,31,19,56,24,24,3,4,5,19,2,98,0,31,10,0,0,38,52,19,39,3,3,1,aaaaajack
1,0,0,1,28,46,4,3,2,3,0,0,13,1,1,5,10,25,2,0,1,28,2,84,0,0,23,2,1,1,1,170,17,1,1,0,2,1,1,0,10,0,0,24,3,183,29,2,36,1,1,3,0,1,19,0,59,0,13,11,0,0,4,1,15,24,3,3,0,aaaaajack
3,0,8,25,94,490,5,66,37,26,0,0,352,13,1,54,281,257,31,26,1,227,53,746,42,17,337,23,30,19,19,2169,280,19,19,0,32,3,26,3,19,0,0,166,58,838,269,29,603,19,19,3,3,13,52,12,1282,1,195,16,0,0,114,56,289,251,16,15,24,abcsampson
2,0,0,1,0,14,0,0,0,3,0,0,0,1,0,0,1,0,2,0,0,0,0,6,0,2,2,0,1,1,1,37,7,1,1,0,2,1,1,0,1,0,0,2,0,37,7,1,0,1,1,0,0,1,1,0,6,0,0,7,0,0,0,0,7,0,0,0,1,abcsampson
3,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,6,0,0,0,0,55,3,0,0,0,0,0,0,0,5,0,0,2,0,51,16,0,0,0,0,0,0,0,1,0,2,0,0,13,0,0,0,0,15,0,0,0,1,abcsampson
2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,5,0,0,0,0,35,4,0,0,0,0,0,0,0,2,0,0,19,1,30,4,0,0,0,0,3,0,0,1,0,35,0,3,7,0,0,2,1,9,1,4,7,1,abcsampson
2,0,0,0,44,54,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,29,0,0,11,0,0,0,0,196,7,0,0,0,0,0,0,0,10,0,0,16,0,207,27,0,2,0,0,0,0,0,4,8,33,9,5,11,0,0,0,0,25,8,0,0,4,abcsampson
3,0,0,0,20,35,0,0,0,0,0,0,20,0,0,9,19,5,6,8,0,6,6,40,4,3,38,0,0,4,4,136,7,4,4,0,4,0,2,0,8,0,0,47,16,133,28,2,33,4,4,0,0,0,0,0,73,1,30,10,0,0,37,0,26,6,1,1,2,abcsampson
3,0,0,3,58,117,0,2,0,3,0,0,0,1,0,0,8,8,38,1,0,5,0,57,27,6,50,2,7,26,26,364,17,26,26,0,27,7,0,0,11,0,0,37,5,353,92,0,5,26,26,0,1,2,11,0,76,0,29,6,0,0,25,24,51,8,2,0,7,abcsampson
2,0,0,8,29,179,0,1,4,6,0,4,427,1,30,19,88,159,16,12,5,265,22,572,0,14,172,2,1,9,9,978,143,9,9,0,10,1,6,5,12,0,0,16,46,364,82,7,619,9,9,0,5,5,18,20,259,0,53,14,0,0,70,10,88,260,1,0,3,abcsampson
3,0,0,1,13,45,0,0,0,3,0,0,0,1,0,0,1,3,2,0,0,0,0,12,0,0,5,0,1,1,1,112,5,1,1,0,2,1,0,0,5,0,0,3,0,102,18,0,0,1,1,0,0,1,0,0,8,0,3,5,0,0,0,0,9,0,0,0,3,abcsampson
1,0,0,0,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,72,2,0,0,0,0,0,0,0,7,0,0,2,0,62,8,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,11,0,0,0,0,abdurak
1,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,2,5,0,0,0,0,41,3,0,0,0,0,0,0,0,2,0,0,18,1,36,9,0,0,0,0,3,0,0,2,0,34,0,4,3,0,0,2,1,6,1,3,3,0,abdurak
1,0,0,0,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,54,1,0,0,0,0,0,0,0,5,0,0,1,0,49,22,0,0,0,0,0,0,0,3,0,0,0,1,8,0,0,0,0,13,0,0,0,0,abdurak
1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,26,1,0,0,0,0,0,0,0,3,0,0,1,0,17,5,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,8,0,0,0,0,abdurak
1,0,0,1,30,37,0,3,3,3,0,0,0,1,0,4,1,4,2,0,0,0,0,14,0,2,15,0,1,1,1,118,5,1,1,0,2,1,1,0,9,0,0,2,0,126,23,2,4,1,1,0,0,1,0,0,6,0,1,5,0,0,0,0,14,0,0,0,0,abdurak
1,0,0,1,0,53,0,6,11,3,0,0,0,1,0,26,1,24,2,0,2,0,0,56,0,4,16,0,1,1,1,163,8,1,1,0,2,1,6,0,8,0,0,2,0,159,31,13,51,1,1,0,0,1,2,0,6,0,1,5,0,0,0,0,14,0,0,0,0,abdurak
1,0,0,0,0,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,6,0,0,0,0,43,3,0,0,0,0,0,0,0,3,0,0,2,0,34,8,0,0,0,0,0,0,0,1,0,2,0,3,4,0,0,0,0,6,0,0,0,0,abdurak
1,0,0,1,17,21,0,1,1,3,0,0,0,1,0,9,1,3,2,0,0,0,0,18,0,1,10,0,1,1,1,97,5,1,1,0,2,1,2,0,7,0,0,3,0,98,17,2,9,1,1,0,0,1,1,0,9,0,3,3,0,0,0,0,14,0,0,0,1,abdurak
1,0,0,0,4,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,5,0,0,0,0,51,2,0,0,0,0,0,0,0,4,0,0,2,0,41,11,0,4,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,8,0,0,0,0,abdurak
1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,23,1,0,0,0,0,0,0,0,1,0,0,2,0,37,1,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,3,0,0,0,1,abhay26
2,0,0,0,4,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,3,5,0,0,0,0,63,10,0,0,0,0,0,0,0,6,0,0,2,0,58,21,0,3,0,0,0,2,0,2,0,1,0,0,7,0,0,0,0,10,0,0,0,0,abhay26
1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,31,1,0,0,0,0,0,0,0,1,0,0,2,0,31,6,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,10,0,0,0,1,abhay26
1,0,0,0,13,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,9,0,0,0,0,64,4,0,0,0,0,0,0,0,2,0,0,19,1,76,16,0,0,0,0,3,0,0,8,0,35,0,3,13,0,0,2,1,10,1,3,3,1,abhay26
1,0,0,1,9,47,0,0,7,3,0,0,109,1,2,13,17,50,2,0,5,55,6,142,0,0,35,1,1,1,1,239,21,1,1,0,2,1,10,0,4,15,0,36,10,207,55,14,156,1,1,1,9,1,34,1,111,1,1,11,0,0,15,6,27,47,17,17,3,abhay26
1,0,0,0,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,5,1,0,0,0,60,7,0,0,0,0,0,0,0,7,0,0,3,0,74,12,0,0,0,0,0,0,0,14,0,1,0,2,12,0,0,0,0,12,0,0,0,1,abhay26
1,0,0,0,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,1,0,0,0,67,5,0,0,0,0,0,1,0,5,0,0,2,0,82,11,1,0,0,0,0,0,0,10,0,1,0,0,12,0,0,0,0,11,0,0,0,0,abhay26
1,0,0,0,20,39,1,0,0,0,0,0,1,0,0,5,0,5,0,0,0,1,0,34,0,0,9,0,0,0,0,136,10,0,0,0,0,0,4,0,8,0,0,4,0,143,18,8,27,0,0,0,0,0,14,8,4,0,2,11,0,0,0,0,12,8,0,0,0,abhay26
1,0,0,0,13,45,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,10,0,0,0,0,111,14,0,0,0,0,0,0,0,7,0,0,3,0,126,26,0,12,0,0,0,0,0,18,0,4,0,1,12,0,0,0,0,12,0,0,0,2,abhay26
1,0,0,1,13,28,0,0,2,3,0,0,0,1,0,0,1,13,2,0,0,4,0,19,0,0,9,0,1,1,1,108,12,1,1,0,2,1,0,0,5,0,0,4,0,104,21,0,4,1,1,0,0,1,0,0,12,0,3,5,0,0,0,0,11,2,0,0,3,abhra73
1,0,0,1,30,95,0,0,2,3,0,0,0,1,0,0,1,65,2,0,0,4,0,65,0,0,26,0,1,1,1,270,10,1,1,0,2,1,0,0,13,0,0,2,0,273,54,0,4,1,1,0,0,1,2,0,6,0,1,24,0,0,0,0,18,2,0,0,1,abhra73
1,0,0,1,0,16,0,0,3,3,0,0,0,1,0,0,1,12,2,0,0,4,0,13,0,1,3,0,1,1,1,50,6,1,1,0,2,1,1,0,1,0,0,5,0,47,6,1,4,1,1,0,0,1,2,0,17,0,1,4,0,0,0,0,1,2,0,0,1,abhra73
1,0,0,1,5,14,0,0,2,3,0,0,0,1,0,0,1,25,2,0,0,4,0,25,0,0,9,0,1,1,1,82,8,1,1,0,2,1,0,0,5,0,0,2,0,69,18,0,4,1,1,0,0,1,0,0,6,0,1,6,0,0,0,0,6,2,0,0,0,abhra73
1,0,0,1,11,39,0,0,2,3,0,0,0,1,0,0,1,13,2,0,0,4,2,19,0,2,21,0,1,1,1,117,24,1,1,0,2,1,0,0,9,0,0,23,1,120,28,0,4,1,1,3,0,1,32,0,52,0,4,6,0,0,2,1,14,3,3,3,1,abhra73
1,0,0,1,113,64,1,0,2,3,0,0,0,1,0,0,1,19,2,0,0,4,2,49,0,3,28,0,1,1,1,290,26,1,1,0,2,1,0,0,12,0,0,24,1,375,86,0,4,1,1,3,0,1,45,0,55,0,19,7,0,0,2,1,16,3,3,3,0,abhra73
1,0,0,1,0,7,0,0,2,3,0,0,0,1,0,0,1,11,2,0,0,4,2,15,0,0,8,0,1,1,1,48,9,1,1,0,2,1,0,0,3,0,0,22,1,43,5,0,4,1,1,3,0,1,11,0,51,0,3,5,0,0,2,1,4,3,3,3,0,abhra73
2,0,0,1,8,19,0,0,4,3,0,0,0,1,0,3,1,20,2,0,0,4,2,29,0,2,12,0,1,1,1,102,17,1,1,0,2,1,0,0,5,0,0,22,1,110,22,0,7,1,1,3,0,1,16,0,51,0,3,5,0,0,2,1,8,3,3,3,2,abhra73
1,0,0,1,11,187,0,21,3,9,0,0,72,2,4,3,72,82,33,11,0,35,19,248,18,1,115,2,11,22,22,679,52,22,22,0,24,8,0,9,16,0,0,76,36,296,135,0,98,22,22,6,25,1,15,8,318,0,116,4,0,0,109,12,54,105,3,3,5,abhra73
1,0,0,41,6,86,10,10,20,53,0,15,49,21,1,18,131,81,44,4,0,44,10,200,38,8,111,1,6,30,30,535,71,30,30,0,51,13,0,7,13,0,2,72,30,287,73,0,96,30,30,6,3,23,11,16,591,2,54,19,0,0,250,53,68,93,6,6,5,Abscp
1,0,0,1,16,54,10,2,6,3,0,0,0,1,0,3,1,25,2,0,0,0,2,41,0,0,30,0,1,1,1,204,29,1,1,0,2,1,4,1,16,0,0,25,1,223,33,4,3,1,1,3,0,1,3,0,62,0,8,10,0,0,2,1,23,1,3,3,0,Abscp
1,0,0,1,0,9,1,0,0,3,0,0,0,1,0,0,1,0,2,0,0,0,2,10,0,2,6,0,1,1,1,44,9,1,1,0,2,1,1,0,1,0,0,22,1,44,7,1,0,1,1,3,0,1,0,0,51,0,4,8,0,0,2,1,5,1,3,3,1,Abscp
1,0,0,1,13,27,5,0,0,3,0,0,0,1,0,0,1,0,2,0,0,0,2,14,0,0,11,0,1,1,1,80,16,1,1,0,2,1,0,0,9,0,0,22,1,84,33,0,0,1,1,3,0,1,0,0,51,0,4,13,0,0,2,1,20,1,3,3,0,Abscp
1,0,0,1,0,64,1,0,0,3,0,0,0,1,0,0,1,0,2,0,0,0,2,36,0,0,12,0,1,1,1,120,5,1,1,0,2,1,0,0,1,0,0,22,1,144,58,0,0,1,1,3,0,1,0,0,51,0,4,34,0,0,2,1,5,1,3,3,0,Abscp
1,0,0,1,15,65,10,0,5,3,0,0,0,1,0,5,1,16,2,0,0,0,2,32,0,0,22,0,1,1,1,160,26,1,1,0,2,1,3,1,12,0,0,23,1,190,54,3,5,1,1,3,0,1,13,0,53,0,7,8,0,0,2,1,19,1,3,3,0,Abscp
1,0,0,1,0,25,2,0,0,3,0,0,0,1,0,5,1,7,2,0,3,0,2,31,0,3,15,2,1,1,1,112,14,1,1,0,2,1,6,1,3,0,0,26,3,90,21,9,5,1,1,3,0,1,0,0,59,0,12,9,0,0,5,1,7,7,3,3,2,Abscp
1,0,0,1,3,22,7,0,8,3,0,0,0,1,0,9,1,5,2,0,0,0,2,23,0,1,15,0,1,1,1,93,17,1,1,0,2,1,3,1,8,0,0,23,1,85,22,1,9,1,1,3,0,1,0,0,53,0,6,5,0,0,2,1,12,1,3,3,0,Abscp
1,0,0,5,22,156,8,1,21,6,0,4,46,1,0,14,26,109,6,1,0,26,19,304,1,5,132,0,1,3,3,866,104,3,3,0,4,1,13,4,18,0,3,72,36,336,86,9,83,3,3,3,15,3,9,5,269,0,49,10,0,0,76,16,85,165,3,3,15,Abscp
1,0,0,1,4,15,0,1,0,3,0,0,0,1,0,0,1,11,2,0,0,0,0,14,0,0,3,0,1,1,1,69,9,1,1,0,2,1,0,0,3,0,0,2,0,58,9,0,0,1,1,0,0,1,0,0,6,0,1,3,0,0,0,0,7,0,0,0,1,abyssmaul
3,0,0,2,20,204,0,0,0,6,0,0,0,2,0,0,2,371,8,0,0,0,0,384,0,0,41,0,6,4,4,906,19,4,4,0,6,6,0,7,16,0,0,9,0,1007,156,0,0,4,4,0,2,2,2,0,55,0,1,189,0,0,1,0,23,0,0,0,1,abyssmaul
1,0,0,1,0,12,0,0,0,3,0,0,0,1,0,0,1,8,2,0,0,0,0,9,0,3,5,0,1,1,1,42,2,1,1,0,2,1,0,0,0,0,0,2,0,35,6,0,0,1,1,0,0,1,2,0,6,0,1,3,0,0,0,0,2,0,0,0,2,abyssmaul
1,0,0,1,4,16,0,0,0,3,0,0,0,1,0,0,1,14,2,0,0,0,0,14,0,0,8,0,1,1,1,68,7,1,1,0,2,1,0,0,6,0,0,2,0,50,20,0,0,1,1,0,0,1,0,0,6,0,1,4,0,0,0,0,11,0,0,0,1,abyssmaul
1,0,0,1,14,39,0,4,2,3,0,0,0,1,0,0,1,16,2,0,0,0,0,19,0,4,15,0,1,1,1,133,14,1,1,0,2,1,0,0,8,0,0,2,0,115,25,0,0,1,1,0,0,1,0,0,6,0,1,3,0,0,0,0,13,0,0,0,2,abyssmaul
1,0,0,1,0,7,0,0,0,3,0,0,0,1,0,0,1,9,2,0,0,0,0,9,0,0,4,0,1,1,1,36,3,1,1,0,2,1,0,0,2,0,0,2,0,26,6,0,0,1,1,0,0,1,1,0,6,0,1,2,0,0,0,0,5,0,0,0,1,abyssmaul
1,0,0,1,0,17,0,0,4,3,0,0,0,1,0,4,1,27,2,0,0,0,2,34,0,2,11,0,1,1,1,108,7,1,1,0,2,1,0,0,3,0,0,19,1,102,20,0,4,1,1,3,0,1,1,0,40,0,4,3,0,0,2,1,12,1,3,3,3,abyssmaul
1,0,0,1,6,27,0,2,7,3,0,0,0,1,0,11,1,14,2,0,0,0,0,28,0,0,8,0,1,1,1,99,14,1,1,0,2,1,2,0,8,0,0,2,0,98,22,4,11,1,1,0,0,1,1,0,6,0,1,2,0,0,0,0,12,0,0,0,1,abyssmaul
1,0,0,1,0,15,4,0,0,3,0,0,0,1,0,0,1,2,2,0,0,0,2,13,0,3,9,0,1,1,1,56,6,1,1,0,2,1,0,0,0,0,0,20,1,61,9,0,0,1,1,3,0,1,0,0,42,0,6,5,0,0,2,1,5,1,3,3,2,abyssmaul
1,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,26,2,0,0,0,0,0,0,0,2,0,0,2,0,40,3,0,0,0,0,0,0,0,0,0,1,0,1,9,0,0,0,0,3,0,0,0,0,achan1058
1,0,0,1,16,32,0,1,0,3,0,0,11,1,0,0,9,16,2,0,0,26,2,60,0,4,19,2,1,1,1,120,11,1,1,0,2,1,0,0,4,0,0,21,3,107,22,0,29,1,1,3,0,1,11,0,54,0,9,10,0,0,4,1,12,22,3,3,0,achan1058
1,0,0,1,0,12,0,0,0,3,0,0,0,1,0,0,1,0,2,0,0,0,2,10,0,0,7,0,1,1,1,44,3,1,1,0,2,1,1,0,2,0,0,19,1,41,9,1,0,1,1,3,0,1,0,0,40,0,4,8,0,0,2,1,10,1,3,3,0,achan1058
1,0,0,0,14,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,6,0,0,0,0,83,9,0,0,0,0,0,0,0,5,0,0,2,0,82,23,0,0,0,0,0,0,0,0,0,1,0,1,9,0,0,0,0,17,0,0,0,1,achan1058
1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,3,0,0,0,0,33,4,0,0,0,0,0,1,0,2,0,0,2,0,39,8,1,0,0,0,0,0,0,2,0,1,0,1,8,0,0,0,0,6,0,0,0,0,achan1058
1,0,0,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,4,0,0,0,0,59,4,0,0,0,0,0,0,0,4,0,0,12,0,60,5,0,0,0,0,0,0,0,1,8,28,9,2,11,0,0,0,0,8,8,3,3,0,achan1058
1,0,0,0,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,0,0,0,0,69,6,0,0,0,0,0,1,0,5,0,0,2,0,84,13,1,0,0,0,0,0,0,1,0,1,0,1,12,0,0,0,0,10,0,0,0,0,achan1058
1,0,0,0,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,0,0,0,0,69,6,0,0,0,0,0,1,0,5,0,0,2,0,84,13,1,0,0,0,0,0,0,1,0,1,0,1,12,0,0,0,0,10,0,0,0,0,achan1058
1,0,0,0,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,0,0,0,0,69,6,0,0,0,0,0,1,0,5,0,0,2,0,84,13,1,0,0,0,0,0,0,1,0,1,0,1,12,0,0,0,0,10,0,0,0,0,achan1058
2,0,0,1,0,12,0,0,7,3,0,0,0,1,0,10,1,21,2,0,2,0,0,33,0,0,10,0,1,1,1,93,18,1,1,0,2,1,10,0,3,0,0,2,0,69,14,12,12,1,1,0,0,1,1,0,6,0,0,3,0,0,0,0,9,0,0,0,0,achiever202
2,0,0,1,0,58,0,0,1,3,0,0,0,1,1,22,1,15,2,1,0,0,0,38,0,6,20,1,1,1,1,142,8,1,1,0,2,1,0,0,1,0,0,2,0,103,55,0,22,1,1,0,0,1,1,0,6,0,0,8,0,0,0,0,4,0,0,0,2,achiever202
2,0,0,1,0,18,0,1,0,3,0,0,0,1,0,1,1,10,2,0,0,0,0,12,0,2,3,0,1,1,1,56,7,1,1,0,2,1,0,0,1,0,0,2,0,46,3,0,1,1,1,0,0,1,1,0,6,0,0,2,0,0,0,0,2,0,0,0,1,achiever202
2,0,0,1,9,11,0,0,2,3,0,0,0,1,0,5,1,15,2,0,0,0,0,20,0,0,6,0,1,1,1,63,12,1,1,0,2,1,3,0,4,0,0,2,0,56,17,4,5,1,1,0,0,1,0,0,6,0,0,2,0,0,0,0,4,0,0,0,0,achiever202
2,0,0,1,9,51,0,0,2,3,0,0,0,1,0,4,1,17,2,0,0,0,0,40,0,0,16,0,1,1,1,176,22,1,1,0,2,1,2,0,7,0,0,8,0,165,34,2,4,1,1,0,0,1,0,0,14,0,9,2,0,0,0,0,24,0,0,0,0,achiever202
2,0,0,1,0,26,0,1,8,6,0,0,0,2,0,5,9,41,13,1,0,0,0,58,0,4,23,1,1,3,3,198,41,3,3,0,5,1,3,7,11,0,0,11,8,121,23,3,9,3,3,0,0,1,2,0,46,0,10,7,0,0,13,2,28,19,0,0,1,achiever202
2,0,0,1,0,11,0,0,14,3,0,0,0,1,0,11,1,43,2,0,0,0,0,60,0,1,9,0,1,1,1,144,14,1,1,0,2,1,9,0,4,0,0,4,0,132,15,6,11,1,1,0,0,1,0,0,11,0,5,2,0,0,0,0,10,0,0,0,0,achiever202
2,0,0,1,0,14,0,0,16,3,0,0,0,1,0,23,1,35,2,0,0,0,0,60,0,0,12,0,1,1,1,148,30,1,1,0,2,1,9,0,3,0,0,3,0,96,9,9,25,1,1,0,0,1,0,0,12,0,0,2,0,0,0,0,5,0,0,0,0,achiever202
2,0,0,1,0,12,0,0,10,3,0,0,0,1,0,11,1,29,2,0,1,0,0,42,0,2,9,0,1,1,1,113,26,1,1,0,2,1,10,0,3,0,0,2,0,84,14,10,13,1,1,0,0,1,1,0,6,0,0,2,0,0,0,0,8,0,0,0,0,achiever202
1,0,0,0,27,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,0,0,0,0,119,12,0,0,0,0,0,2,0,11,0,0,2,0,139,23,2,0,0,0,0,0,0,1,0,1,0,1,9,0,0,0,0,16,0,0,0,0,ACMonster
1,0,0,0,31,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,15,3,0,0,0,181,22,0,0,0,0,0,0,0,21,0,0,1,0,214,56,0,0,0,0,0,0,0,3,0,0,0,1,16,0,0,0,0,35,0,0,0,1,ACMonster
1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,3,0,0,0,0,34,1,0,0,0,0,0,0,0,1,0,0,1,0,33,5,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,5,0,0,0,1,ACMonster
1,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,0,0,0,0,45,6,0,0,0,0,0,0,0,6,0,0,1,0,54,16,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,11,0,0,0,0,ACMonster
1,0,0,0,10,49,0,2,0,6,0,3,2,2,0,0,5,22,10,2,0,14,1,70,4,0,36,0,3,7,7,218,30,7,7,0,9,3,0,0,12,0,0,16,17,106,39,0,16,7,7,0,2,0,8,3,59,0,20,12,0,0,139,6,58,52,0,0,7,ACMonster
1,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,1,0,0,0,26,6,0,0,0,0,0,0,0,4,0,0,2,0,31,13,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,4,0,0,0,0,ACMonster
1,0,0,0,13,23,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,27,0,2,7,0,0,0,0,119,13,0,0,0,0,0,1,0,7,0,0,4,0,127,21,1,6,0,0,0,0,0,0,0,5,0,5,8,0,0,0,0,14,1,0,0,0,ACMonster
1,0,0,0,32,34,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,16,0,0,10,0,0,0,0,115,11,0,0,0,0,0,3,0,8,0,0,2,0,132,25,4,9,0,0,0,0,0,0,0,1,0,1,8,0,0,0,0,12,0,0,0,1,ACMonster
